Channelid,subscribercount,totalviews,channelname,title,uploader,channelurl,shortdescription
UCbXsNsdQCJEDDwTQu9qKqtg,71100.0,,RM Learning,RM Learning,RM Learning,https://www.youtube.com/channel/UCbXsNsdQCJEDDwTQu9qKqtg,"Assalam o Alaikum Everyone! Welcome to my channel RM Learning. I am here to share educational videos, Here you will find videos like Essays, Stories, Applications, Letters in English. General Knowledge videos. Your love and support always e"
UCOMT5HxtE8xdq_xiltpve5w,10500.0,,Kehta Jaa Kids,Kehta Jaa Kids,Kehta Jaa Kids,https://www.youtube.com/channel/UCOMT5HxtE8xdq_xiltpve5w,"An educational channel for kids. Kids leaning videos, urdu/hindi, English"
UCI1vw6bFUf_oouHU3A2gP-A,14300.0,,Dr Kashif Ali,Dr Kashif Ali ,Dr Kashif Ali,https://www.youtube.com/channel/UCI1vw6bFUf_oouHU3A2gP-A,Thanks for checking me here on YouTube . Its my ambition to spread awareness and guidance towards improvement of general health . I will try my level best to present the topics in such a simple manner so that majority of community get benef
UCftEzNjpJOJFxHClmcrh83g,8530.0,,Shah Academy for Kids,Shah Academy for Kids,Shah Academy for Kids,https://www.youtube.com/channel/UCftEzNjpJOJFxHClmcrh83g,"Good morning parents welcome to my channel. In this channel you will get videos regarding English, maths, EVs, Hindi, Urdu, Computer, grammar, GK and many more. please support our channel like share and subscribe for books and worksheet joi"
UCfap0NYR1iQB9EA3KxQ0ifg,3340.0,,Bakar info Tv,Bakar info Tv,Bakar info Tv,https://www.youtube.com/channel/UCfap0NYR1iQB9EA3KxQ0ifg,Assalam o Alaikum please support me ! Allah Hafiz 🤍🥀
UCjlR4DDkjcsDn2EYMd7Bndw,2770.0,,Health & medication with Faizan,Health & medication with Faizan,Health & medication with Faizan,https://www.youtube.com/channel/UCjlR4DDkjcsDn2EYMd7Bndw,"Hey this is faizan and welcome to my channel. Through my this channel I will try my best to help you guys to understand common facts about health and medications such as their uses, side effects and cost effectiveness This channel also help"
UCSVgNpefM0T0wozRCJFD81w,2480.0,,medicine knowledge,medicine knowledge,medicine knowledge,https://www.youtube.com/channel/UCSVgNpefM0T0wozRCJFD81w,medicine knowledge Facebook page link
UCNUVIBN2oAoIJmEm3RFl0Jw,2530.0,,Last Awaaz,Last Awaaz,Last Awaaz,https://www.youtube.com/channel/UCNUVIBN2oAoIJmEm3RFl0Jw,____ One Day.... 🏆 ____/ ____/ ____/ ____/ ____/ ____/ Day One.......... ( Only 1% Subscribe Me ____ That's Achieve Your Goals )
UCWIpJGiugcjRvcRyms8l1-A,24900.0,,Super Names,Super Names,Super Names,https://www.youtube.com/channel/UCWIpJGiugcjRvcRyms8l1-A,Subscribe For Unique Children's Name's
UC_vt34wimdCzdkrzVejwX9g,19600000.0,,Geo News,Geo News,Geo News,https://www.youtube.com/channel/UC_vt34wimdCzdkrzVejwX9g,"#geonews #geonewsheadlines #geonewslive #breakingnews #pakistannews Geo News is Pakistan's Number. 1 news channel, catering to a diverse audience with the latest updates on local and global political developments, sports, business, and ente"
UCzlp9CVk2Ow3ZCDY6sWuYrg,1270.0,,AmkvilogsHR96,AmkvilogsHR96,AmkvilogsHR96,https://www.youtube.com/channel/UCzlp9CVk2Ow3ZCDY6sWuYrg,"Hi guys wale com to my YouTube channel ,🙏🙏🙏🙏 subscriber,🥰🥰🥰🥰"
UCd2zrFjcHsATtS8xKPtLsjg,175000.0,,HINAZ.G,HINAZ.G,HINAZ.G,https://www.youtube.com/channel/UCd2zrFjcHsATtS8xKPtLsjg,"Family life and delicious food recipes https://www.facebook.com/Hinaz.official7/ Disclaimer: Hinaz.g, owns all rights in content creation, and digital recording or other reproduction is strictly prohibited without permission in line with th"
UCDdOy8viJsL3zfIOGDvoaNA,278000.0,,Master Recording Company,Master Recording Company,Master Recording Company,https://www.youtube.com/channel/UCDdOy8viJsL3zfIOGDvoaNA,"Welcome to Master Recording Company, your hub for enriching Islamic teachings. Discover insightful bayanat from top Islamic scholars and soulful naats from renowned naat khawans. Our channel offers a unique blend of Quranic wisdom, historic"
UC3OmEZV2Yy5Tx-CFnonmBuw,1000.0,,Urdu language official,Urdu language official ,Urdu language official,https://www.youtube.com/channel/UC3OmEZV2Yy5Tx-CFnonmBuw,In this studio I will teach you about Urdu language in a very very easy way . For online classes contact on Instagram Urdu_language_official 👆 Instagram account.
UCgmCn_cqjwzR-NuS4RVQQIA,16400.0,,FIRST AID PHARMACY,FIRST AID PHARMACY,FIRST AID PHARMACY,https://www.youtube.com/channel/UCgmCn_cqjwzR-NuS4RVQQIA,"Your one-stop destination for practical health tips, first aid essentials, and medication insights. Subscribe now for essential knowledge to keep you and your loved ones healthy and safe."
UCncBqf15WcYFpMid96cLZMQ,257000.0,,Faris Club,Faris Club,Faris Club,https://www.youtube.com/channel/UCncBqf15WcYFpMid96cLZMQ,"Welcome to Faris Club! Faris Club is a collective of artists dedicated to producing Hamd, Naat, Manqabat, and Motivational Tracks in Nasheed Style. Our videos are meticulously assembled using a combination of purchased stock footage, animat"
UCMMJVhGjQmj7odO0ey4VhuQ,4470.0,,Hareem Farooqui,Hareem Farooqui,Hareem Farooqui,https://www.youtube.com/channel/UCMMJVhGjQmj7odO0ey4VhuQ,"A Journalist by chance, I am a Writer| Actor| 'Bedroom' Singer | In-front-of-the-mirror/Group dancer | photograph'ee' | PJ producer | Director of lame things.... and still exploring for more ! I believe, talent has no limitations; you've go"
UC3vVHENmycf4tNRpFibfOmg,339.0,,Medicine Voice News,Medicine Voice News,Medicine Voice News,https://www.youtube.com/channel/UC3vVHENmycf4tNRpFibfOmg,"السلام علیکم Everyone!! Welcome to"" Medicine Voice News"". ""Medicine Voice News"" YouTube Channel. Get Knowledge about Medicine Simple Way in Urdu / English language give you an overwiew about GENERIC MEDICINE not a Practicular brand After wa"
UCKSrrHhIJo4hfn0wI6He6nQ,14000.0,,Urdu Arabic Education اردو عربی ایجوکیشن, Urdu Arabic Education اردو عربی ایجوکیشن ,Urdu Arabic Education اردو عربی ایجوکیشن,https://www.youtube.com/channel/UCKSrrHhIJo4hfn0wI6He6nQ,@urduarabiceducation Urdu arabic education Urdu arabic education channel and program Urdu arabic Urdu arabic language education Urdu msasla masail Urdu ki talim Quran Sharif Welcome to all of you this is my channel .it is related to only ed
UCdvCIJ7kOenB5y6UnR7F5Eg,68000.0,,Noshaba Kitchen Zone,Noshaba Kitchen Zone,Noshaba Kitchen Zone,https://www.youtube.com/channel/UCdvCIJ7kOenB5y6UnR7F5Eg,"Noshaba Kitchen Zone is Pakistani Cooking Show, we try to tell you the easy, healthy and tasty recipes from all over the world. Noshaba Kitchen Zone tells to its visitor that how to make Continental, Chinese, Fast Fast, Desi and Pakistani R"
UCUnakSAlUp9qdi1DDTb75kw,2220.0,,Creative inspirations,Creative inspirations,Creative inspirations,https://www.youtube.com/channel/UCUnakSAlUp9qdi1DDTb75kw,"Hello friends ,I want to share my art with u so u can learn something from my art ☺️ if u like my videos please do share , subscribe on my channel and Dont forget to press the bell icon ☺️ Joined 14 Dec 2022 Waiting for 2k subscribers thank"
UCuJ4qz7K1KotrpHadcH7YQQ,26500.0,,Smart Study Zone,Smart Study Zone,Smart Study Zone,https://www.youtube.com/channel/UCuJ4qz7K1KotrpHadcH7YQQ,"Welcome to Smart Study Zone – your go-to platform for smart, efficient, and engaging learning! Our channel specializes in providing high-quality educational content, including Urdu to English translations, explanations of difficult words, a"
UCj6jwzuCxIVHyRjqPBt3wmA,249.0,,Adv RB Choudh@r¥,Adv RB Choudh@r¥,Adv RB Choudh@r¥,https://www.youtube.com/channel/UCj6jwzuCxIVHyRjqPBt3wmA,Knowldge is power
UC7SuEPn55Dptfdk0MOfM4DA,5560.0,,"Live your Life ""LYL""","Live your Life ""LYL""","Live your Life ""LYL""",https://www.youtube.com/channel/UC7SuEPn55Dptfdk0MOfM4DA,"Three small words can bring inner happiness to me and others.Living your life can bring good and bad regrets, but by the choice we make can bring happiness, and a meaningful life.Everyone in this world craves for a happy life. It is difficu"
UCx0Ru7BCDwgmUizORBWv4LQ,91600.0,,Learning Made Easy,Learning Made Easy,Learning Made Easy,https://www.youtube.com/channel/UCx0Ru7BCDwgmUizORBWv4LQ,"Welcome to Learning made easy Please Like, Share and subscribe my channel."
UCVPrYu6oRBGZBuEsPSgEkZg,18300.0,,Factastic,Factastic,Factastic,https://www.youtube.com/channel/UCVPrYu6oRBGZBuEsPSgEkZg,#uniquenames #babyboynames #babygirl #muslimbabynames I am Here to tell You Beautiful Baby names with authentic meanings. This is Factastic bcz Its all about fantastic facts.
UCdyUGAAYhKSbI_aSfNaZbvA,401.0,,Skill type,Skill type,Skill type,https://www.youtube.com/channel/UCdyUGAAYhKSbI_aSfNaZbvA,"🎵 Welcome to Skill Type – The Soul of Urdu Music 🎶 Skill Type brings you the most heart-touching Urdu songs, emotional poetry, and deep feelings through music and visuals. Whether you're going through love, heartbreak, or just want to feel "
UC11RY9K4BMnr5BozY_rARSw,18500.0,,Raqima Art,Raqima Art,Raqima Art,https://www.youtube.com/channel/UC11RY9K4BMnr5BozY_rARSw,Assalamualaikm! Love to do calligraphy art 😊🌹 And am doing here Arabic٫ Urdu ٫English ٫hand writing ٫names calligraphy ٫and àll language essay and speeches too....😊 IF you are also interested in then please please support me ☺surely you wil
UCxIPspkAIJP7tq7wXHjMYUw,847000.0,,Health Care Hospital,Health Care Hospital,Health Care Hospital,https://www.youtube.com/channel/UCxIPspkAIJP7tq7wXHjMYUw,"AsslamoAlikum We We provide medical problems, spiritual issues and more Please subscribe to the channel And take advantage of many If a brother has a question, please send his Question to the comment InshaAllah will be answered. Jzakallah"
UCcEvFQUaoVQm1Jsml6sgEig,690000.0,,Health Care Center,Health Care Center,Health Care Center,https://www.youtube.com/channel/UCcEvFQUaoVQm1Jsml6sgEig,"Dr Muhammad Sharafat Ali Contact Number : +92321-8899489 , +92335-4735993 Dr Muhammad Sharafat Ali Clinic Address : House # 7/A, Block M Gulberg III,Bhabra Market,Near By Finca Bank Street, Ferozepur Road Lahore, Punjab Copyright Notice: Al"
UCB82Zom1MYh8VV4q7wXkfGA,1530000.0,,SUNO NEWS HD,SUNO NEWS HD,SUNO NEWS HD,https://www.youtube.com/channel/UCB82Zom1MYh8VV4q7wXkfGA,"Pakistan News Live | Pakistan Latest News, Headlines, Latest Update, Pakistan Live News, Breaking News, News Updates Welcome to the official channel of Suno News HD Suno News HD brings you Latest news, Headlines, Bulletins, Talk Shows, Info"
UCdfGpfNbQkxsF-1hYe3s_Ow,2150000.0,,Dr. Bilquis Shaikh,Dr. Bilquis Shaikh,Dr. Bilquis Shaikh,https://www.youtube.com/channel/UCdfGpfNbQkxsF-1hYe3s_Ow,
UCjr6T-rripstBsd4mMCKa-A,78000.0,,Naeem saqib,Naeem saqib ,Naeem saqib,https://www.youtube.com/channel/UCjr6T-rripstBsd4mMCKa-A,"The information shared on this channel is for general informational purposes only and should not be viewed as professional advice. Consult with qualified professionals for health, legal, or other matters. We do not guarantee the views of gu"
UC2IXiMac-HrQ7VsoBa3-W5w,103000.0,,Ronak,Ronak,Ronak,https://www.youtube.com/channel/UC2IXiMac-HrQ7VsoBa3-W5w,
UCaDgVh7MQrz6Jn0TNwyYE6Q,184000.0,,Quran Translation Urdu,Quran Translation Urdu,Quran Translation Urdu,https://www.youtube.com/channel/UCaDgVh7MQrz6Jn0TNwyYE6Q,
UCQ1VDxBEESPdbhbevnbPbPw,330000.0,,Urdu Adabiyat,Urdu Adabiyat,Urdu Adabiyat,https://www.youtube.com/channel/UCQ1VDxBEESPdbhbevnbPbPw,"My Name is Nasir Khan safi this is my motivationals videos channel we help you to acheave your goals and you are become a successful man ==================================================================== challengers is an Influencer, Moti"
UC-kHm7VuhaRB9tyyYI6jkyA,1960.0,,mehrmafatimach,mehrmafatimach ,mehrmafatimach,https://www.youtube.com/channel/UC-kHm7VuhaRB9tyyYI6jkyA,
UCckEabOGbgb9E-MVy--3gVA,190000.0,,Makki Study,Makki Study,Makki Study,https://www.youtube.com/channel/UCckEabOGbgb9E-MVy--3gVA,At here you can learn English & Arabic easily step by step with correct pronunciation
UCbAFz4HYy-9XRxYXK7LDc7w,16800.0,,Parth Gadhavi,Parth Gadhavi ,Parth Gadhavi,https://www.youtube.com/channel/UCbAFz4HYy-9XRxYXK7LDc7w,"Bio Hello friends, I am a stand up Comedian from Mumbai and have been doing comedy since 2016. Ex- Radio Jockey with Radio Mirchi 98.3 FM Mumbai, Writer of shows MTV Loudless & assistant writer on Channel [V] Exhausted, also wrote Bheegi Bi"
UCvKodNUvPvMQYkcdD9sNUfQ,22400.0,,English With HazratBilal khilji,English With HazratBilal khilji,English With HazratBilal khilji,https://www.youtube.com/channel/UCvKodNUvPvMQYkcdD9sNUfQ,"Assalam - o - Alikum I'm Hazrat Bilal khilji and you're watching my YouTube channel #English_with_Hazrat_bilal_khilji . I want to make and record general type videos just like speeches ,documentaries of Pakistan studies and, Basic English l"
UC9aHvCimV5l89p3mJaJdJ0w,624000.0,,ZAHID INFO HUB,ZAHID INFO HUB,ZAHID INFO HUB,https://www.youtube.com/channel/UC9aHvCimV5l89p3mJaJdJ0w,"Hello everyone, Welcome to Zahid Info Hub, an educational, motivational, informative and inspiring YouTube channel. On this channel you will find Islamic Names and their Meanings in full detail in Urdu language. Unique Islamic names for Gir"
UCh4aTEezWaTRV0pv40nR8IA,43200.0,,MH Novels,MH Novels,MH Novels,https://www.youtube.com/channel/UCh4aTEezWaTRV0pv40nR8IA,Assalam o alaikum Viewers ! Welcome to MH Novels ! We upload Short Romantic Novels Also upload on Public Demands Keep supporting and don't forget to Like Subscribe our Novels. NOTE : All Content on our channel is for Entertainment and Educa
UCOr2j30AuqGtaffyEyuZ6ng,4350.0,,Knowledge with Sadiya,Knowledge with Sadiya,Knowledge with Sadiya,https://www.youtube.com/channel/UCOr2j30AuqGtaffyEyuZ6ng,"Free coaching for maths students. Learn to solve mathematics Questions easily. Maths puzzles and short trick , Drawing pictures etc. Please like, share and subscribe our channel."
UC18pGO3Ky4ICqjbMQ_rrXoA,58800.0,,Islamic Urdu Message,Islamic Urdu Message,Islamic Urdu Message,https://www.youtube.com/channel/UC18pGO3Ky4ICqjbMQ_rrXoA,"Welcome to Islamic Urdu Message! We create meaningful and inspirational Islamic short videos designed for all age groups — children and adults alike. Our mission is to spread the beauty of Islam through simple, heartfelt reminders that prom"
UC1lqlRqAyo-HSESDsy_SGuA,37000.0,,TK Urdu,TK Urdu ,TK Urdu,https://www.youtube.com/channel/UC1lqlRqAyo-HSESDsy_SGuA,motivation 💫 inspiration 🧠 golden words 👈 emotional 👈 educational👨‍🏫
UCEwlPFzuck7KyNAnsujkkFg,6310000.0,,ISPR Official,ISPR Official,ISPR Official,https://www.youtube.com/channel/UCEwlPFzuck7KyNAnsujkkFg,This is the only Official YouTube Channel of Inter Services Public Relations Directorate of Pakistan Armed Forces.
UCl0aybrWwBKdgNzqTamJ8zg,168000.0,,z A i D writex,z A i D writex,z A i D writex,https://www.youtube.com/channel/UCl0aybrWwBKdgNzqTamJ8zg,"Assalamualaikum my dear brother's and sister's ❤️ Welcome to z A i D Writex YouTube channel This channel made for Islamic video's , poetry , WhatsApp status , & Shayari Subscribe my YouTube channel and press the Bell icon 🔔 Thanks for visit"
UCK2Gjz3uM0QMAux_8KY4lkA,2510.0,,Urdu Perfect Learning,Urdu Perfect Learning,Urdu Perfect Learning,https://www.youtube.com/channel/UCK2Gjz3uM0QMAux_8KY4lkA,https://youtu.be/8XhEPGSMzhY
UC5k2FbWtARI6DFMOqfFQ9jQ,141000.0,,Urdusy,Urdusy,Urdusy,https://www.youtube.com/channel/UC5k2FbWtARI6DFMOqfFQ9jQ,it's My Urdusy say Official Online Youtube Tv Channel Urdu say My life best new latest Islamic (Muslim) Names Meanings channel For Boys/Girls with in Urdu/Hindi and English translation Most Popular Baby (Babies) name with meaning and Lucky 
UCMZvDxS3La_n5w5LMH4Fkeg,632000.0,,Positive Lyrics,Positive Lyrics,Positive Lyrics,https://www.youtube.com/channel/UCMZvDxS3La_n5w5LMH4Fkeg,بأُمّي وأَبي فدَيتُكَ سيِّدي صلاةٌ وسلام عليكَ يا نبي
UC9dfnBWlg5h1Fr5_w8rjZyg,15300000.0,,Heera Gold,Heera Gold,Heera Gold,https://www.youtube.com/channel/UC9dfnBWlg5h1Fr5_w8rjZyg,"Heera Media dominates the market through their in-house production network, We introduce new talents one after the other. Heera Media continuously looks for new avenues where artists can grow even further, which is our unique quality. Heera"
UC0BlhxyQVWA4sX18aXTmA7w,86800.0,,AAA RECORDS,AAA RECORDS,AAA RECORDS,https://www.youtube.com/channel/UC0BlhxyQVWA4sX18aXTmA7w,"🌟 Welcome to AAA Records - Where Music Ignites! 🌟 Discover emerging talents from Pakistan, India, and the UAE. AAA Records is more than a label; we're the storytellers of a new generation, spotlighting diverse artists and sounds. 🔥 What to "
UCusD8A5gH-S-GK9bXlP5i3w,835000.0,,Turkish Dramas in Urdu,Turkish Dramas in Urdu,Turkish Dramas in Urdu,https://www.youtube.com/channel/UCusD8A5gH-S-GK9bXlP5i3w,Subscribe karne ke liye 👇 No more searching for the Turkish series! Welcome to the official YouTube channel of Turkish Dramas in Urdu. You can watch Turkey’s most favorite and popular series on this channel in Urdu. The most romantic and ex
UCRwvOGleZIJ2xjt6OYzmbBg,58400.0,,Kaaf se kahani,Kaaf se kahani,Kaaf se kahani,https://www.youtube.com/channel/UCRwvOGleZIJ2xjt6OYzmbBg,"Assalamualaikum me ap sb ko mere channel KAAF SE KAHANI pr khushamdeed! Mere is channel ko support Karen like, share or comment Karen mazeed new videos k Liye mere channel ko subscribe kr Len shukria! Mere is channel pr ap ko sabaq maooz KA"
UC41svwQ16mFfYJazt2FMKeA,17500.0,,𝑼𝒓𝒅𝒖 𝑹𝒐𝒎𝒂𝒏𝒕𝒊𝒄 𝑵𝒐𝒗𝒆𝒍𝒔,𝑼𝒓𝒅𝒖 𝑹𝒐𝒎𝒂𝒏𝒕𝒊𝒄 𝑵𝒐𝒗𝒆𝒍𝒔,𝑼𝒓𝒅𝒖 𝑹𝒐𝒎𝒂𝒏𝒕𝒊𝒄 𝑵𝒐𝒗𝒆𝒍𝒔,https://www.youtube.com/channel/UC41svwQ16mFfYJazt2FMKeA,"Assalam alaikum welcome to ""𝑼𝒓𝒅𝒖 𝑹𝒐𝒎𝒂𝒏𝒕𝒊𝒄 𝑵𝒐𝒗𝒆𝒍𝒔"". Here you will find best romantic , moral and listenable stories and novels. If you like my stories plz do like , comment and share my videos to your friends. Plz subscribe my channel to wat"
UC-7IscHy43LMpjEfMxvuADQ,335.0,,Hazoor voice,Hazoor voice,Hazoor voice,https://www.youtube.com/channel/UC-7IscHy43LMpjEfMxvuADQ,"بِسْمِ ٱللّٰهِ ٱلرَّحْمَـٰنِ ٱلرَّحِيمِ ""اللہ کے نام سے شروع جو نہایت مہربان، بے حد رحم فرمانے والا ہے۔"" 📚 Welcome to Hazoor voice– Your Gateway to Knowledge! 🎯 Target: 1K Subscribers Assalam-o-Alaikum! Welcome to one of the largest Islamic"
UC3AqrgTPxiEMmR24psPmoQg,11000.0,,Solved MCQs,Solved MCQs,Solved MCQs,https://www.youtube.com/channel/UC3AqrgTPxiEMmR24psPmoQg,
UC0Hg3GI7eLaPDyaUvnAtlNw,506000.0,,info at ahsan,info at ahsan,info at ahsan,https://www.youtube.com/channel/UC0Hg3GI7eLaPDyaUvnAtlNw,In this channel we provide information from many countries around the world. watch interesting facts about countries For Paid Promotion contact me: ahsaninfo7772@gmail.com
UCQ7Cbm57341QKdgZ_fTDGvw,44300.0,,TJ Academy,TJ Academy,TJ Academy,https://www.youtube.com/channel/UCQ7Cbm57341QKdgZ_fTDGvw,"Dear Viewer/Student/Teacher TJ Academy has been developed with the objective that if anyone has no background in the topic, they will understand the concept from scratch.I am trying to cover the following areas: Econometrics. Microeconomics"
UCyE2kNykKCUpmQkqn29tYdA,59.0,,Creepy Cudles,Creepy Cudles,Creepy Cudles,https://www.youtube.com/channel/UCyE2kNykKCUpmQkqn29tYdA,100millionsub
UCFgNFVvOtVRg5Zgn2xGJQcw,932000.0,,Discover Pakistan,Discover Pakistan,Discover Pakistan,https://www.youtube.com/channel/UCFgNFVvOtVRg5Zgn2xGJQcw,Pakistan’s most watched infotainment satellite TV Channel. Discover Pakistan is setting new trends in the media industry of Pakistan by providing positive information through innovation and service of national Interest by mainstream media. 
UCW4MPlDJx4xOzSv-BKtuwZQ,2710.0,,al falaq 2,al falaq 2,al falaq 2,https://www.youtube.com/channel/UCW4MPlDJx4xOzSv-BKtuwZQ,
UC53p5ENiC4Q0G-V3j4RaE7g,3920.0,,quranacademy55,quranacademy55,quranacademy55,https://www.youtube.com/channel/UC53p5ENiC4Q0G-V3j4RaE7g,"“In the name of Allah, the Most Beneficent, the Most Merciful” ********************************************** Welcome to the “Quran Academy” Channel. On this channel you can watch Quranic Recitation (Tilawat) and Dua in long videos and in s"
UCAIb9lSQSexCmlVPsrcF2DQ,1240.0,,MuffinStudios777,MuffinStudios777,MuffinStudios777,https://www.youtube.com/channel/UCAIb9lSQSexCmlVPsrcF2DQ,i am felixswaggers's brother
UCwk4vLOlF7LMJQP5lF0yZWw,28600.0,,Ayesha Love Story,Ayesha Love Story ,Ayesha Love Story,https://www.youtube.com/channel/UCwk4vLOlF7LMJQP5lF0yZWw,Assalam walekum I am Ayesha I hope you will find stories on this channel
UCWGJQB9vk-783LXPaIgaFxQ,509.0,,SATTO EDITZ,SATTO EDITZ ,SATTO EDITZ,https://www.youtube.com/channel/UCWGJQB9vk-783LXPaIgaFxQ,
UCsYTHEXUa4ABiWWH5-99WBg,19800.0,,LeeEE arts,LeeEE arts,LeeEE arts,https://www.youtube.com/channel/UCsYTHEXUa4ABiWWH5-99WBg,LeeEE arts Writing skills . #handwriting Stylish Calligraphy.. English...Urdu...Arbic 5 style... #sketch #drawing #3DCalligraphy #urduhandwriting #Romanalphabets #cursivehandwriting #simpleenglishwriting #3dalphabets #painting . #Pencilsket
UCckMSTSiJrlj5B57LTOo-oA,12800.0,,E_motivation,E_motivation,E_motivation,https://www.youtube.com/channel/UCckMSTSiJrlj5B57LTOo-oA,"**E_motivation** – Your daily dose of inspiration! Welcome to *E_motivation*, where we bring you powerful motivational quotes, success stories, and self-improvement tips to help you stay inspired and achieve your goals. Whether you're looki"
UC7u9o8BHiJyH2_cef_nC7tQ,21100000.0,,Dental Digest,Dental Digest,Dental Digest,https://www.youtube.com/channel/UC7u9o8BHiJyH2_cef_nC7tQ,Making Brushing Fun ! Satisfying Dental Content | Product Reviews | Education A Dentist that wants to help you discover your best Smile! Smile on :) Dr. Anthony Baroud For Business inquires: dentaldigest@wearetrival.com
UCNdLL6HCkys8WkL7dfEcl3g,128.0,,Digital Gulrej Ahmad,Digital Gulrej Ahmad ,Digital Gulrej Ahmad,https://www.youtube.com/channel/UCNdLL6HCkys8WkL7dfEcl3g,💯🥀YouTube🥀 https://www.youtube.com/@GulrejAhmed086 🌷 Facebook 🌷 https://www.facebook.com/md.gulrejalam.16 🌹 Instagram 🌹 https://www.instagram.com/gulrej8999?igs My YouTube channel is a motivationan Reaction Videos Chanel like digital Gulrej
UCgdIGIr2OvFJyMt_DyC3uVQ,180000.0,,HALAL ECHO,HALAL ECHO,HALAL ECHO,https://www.youtube.com/channel/UCgdIGIr2OvFJyMt_DyC3uVQ,"Step into the world of halal storytelling — where history, drama, and values meet in powerful 60-second shorts! 🕰️⚔️ From the legacy of Osman Season 6 to the bravery of Salahuddin Ayyubi, we bring you legendary moments, epic battles, and he"
UCImYLs-UsWvTiuUC7PO_KNg,189.0,,ottomon empire IYI,ottomon empire IYI,ottomon empire IYI,https://www.youtube.com/channel/UCImYLs-UsWvTiuUC7PO_KNg,Plz support guys i need your support
UC2S_s2swR5_dNF_VMbs_uHA,104000.0,,Voice Of Nation,Voice Of Nation,Voice Of Nation,https://www.youtube.com/channel/UC2S_s2swR5_dNF_VMbs_uHA,"VON ( Voice of Nation ) is a digital broadcasting platform that offers a variety of content, to its audience not only in Pakistan but across the globe. The VON under its umbrella brings you different genres of programming includes, General "
UCTKcYsROtHYA2RZjNbsA9zQ,326000.0,,Uzair Cricket,Uzair Cricket,Uzair Cricket,https://www.youtube.com/channel/UCTKcYsROtHYA2RZjNbsA9zQ,"Hello Everyone Welcome To the Uzair Cricket Watch latest cricket updates, news, Reaction and highlights of Pakistan and indian sports and politics playing today. We discuss playing 11 before the match, analysis and predicts team-Pakistan wi"
UCZHFVjPoEyKFh6pSgj0ZxJQ,59100.0,,AM Raad,AM Raad,AM Raad,https://www.youtube.com/channel/UCZHFVjPoEyKFh6pSgj0ZxJQ,"AM Raad is a Peace & Conflict Studies, Defense, and Geopolitics related platform. This channel boosts your understanding, and provides you unbiased analysis on Geopolitics and Defense. Subscribe this channel and get a chance to see the worl"
UC35KuZBNIj4S5Ls0yjY-UHQ,3710000.0,,GNN,GNN,GNN,https://www.youtube.com/channel/UC35KuZBNIj4S5Ls0yjY-UHQ,"Welcome to the official channel of GNN HD News Network. A news channel providing credible, authentic and reliable information about the latest news with responsibility. GNN keeps its audience informed round the clock with its largest networ"
UCZCyad3KuJaSDhK590PTpzQ,140000.0,,URDU4U,URDU4U,URDU4U,https://www.youtube.com/channel/UCZCyad3KuJaSDhK590PTpzQ,"Welcome to URDU4U with Mrs. B. As a mother and teacher, Mrs. B understands the importance of teaching Urdu to the next generation of children. Join us now and start learning Urdu today!"
UCdCpdxdv6OD1WjPHKhoI1JA,8260.0,,Meher Ujala Academy,Meher Ujala Academy,Meher Ujala Academy,https://www.youtube.com/channel/UCdCpdxdv6OD1WjPHKhoI1JA,"Hey Everyone! This is Ujala ,I am here to teach you Islamiat ,urdu, English , Mathematics for Board Exams , including essay , stories ,letters, application patterns , cvs or handwriting related videos. You will also watch riddles , grammar "
UCbPGGsRErbk9SvfyCWRrovg,4320.0,,Moraqba: Meditatin in Urdu & Hindi,Moraqba: Meditatin in Urdu & Hindi,Moraqba: Meditatin in Urdu & Hindi,https://www.youtube.com/channel/UCbPGGsRErbk9SvfyCWRrovg,"Salaam and Namaste to ""Moraqba,"" your sanctuary for guided meditation and mindfulness practices in both Urdu and Hindi. Our channel is dedicated to guiding you on a transformative journey of self-exploration, inner calm, and holistic well-b"
UCEK8l4wy-IOe3xztyTcaVnQ,1770.0,,Pentecostal Church Pakistan,Pentecostal Church Pakistan,Pentecostal Church Pakistan,https://www.youtube.com/channel/UCEK8l4wy-IOe3xztyTcaVnQ,The Pentecostal Church Pakistan aniljohn@pentecostalchurchpk.org www.pentecostalchurchpk.org Whatsapp: +92-300-8410323
UCXRMt_QYDX29S8zyOMCPCrQ,19900.0,,Nursery Kids Diaries,Nursery Kids Diaries,Nursery Kids Diaries,https://www.youtube.com/channel/UCXRMt_QYDX29S8zyOMCPCrQ,"At Nursery Kids Diaries, we believe that learning should be fun, and our collection of colorful and entertaining videos is designed to do just that. From the alphabet and counting to colors and shapes, our nursery rhymes cover a variety of "
UCVkebzBOJ1mDeM3wKJCkHFg,220.0,,phonics sounds with Hoor,phonics sounds with Hoor ,phonics sounds with Hoor,https://www.youtube.com/channel/UCVkebzBOJ1mDeM3wKJCkHFg,"Welcome to Miss Hoor’s Fun Phonics World! 🎉 This channel brings exciting phonics lessons, funny animated stories, and interactive learning videos for kids ages 3–7. 📚 Learn letters A to Z 🧕 Hosted by Miss Hoor, a friendly teacher who teache"
